endereco,preco,area,quartos,banheiros,garagens
"Plano Diretor Sul, Palmas",580000,330,3,1,2
"Plano Diretor Norte, Palmas",950000,250,3,1,4
"Plano Diretor Sul, Palmas",370000,100,3,2,0
"Loteamento Caribe, Palmas",710000,133,3,3,2
"Plano Diretor Sul, Palmas",650000,134,3,2,2
"ARSO 43 Alameda 6, Plano Diretor Sul",640000,150,3,2,2
"ARSO 53 Alameda 23, Plano Diretor Sul",710000,186,3,4,0
"ARSO 63 Alameda 13, Plano Diretor Sul",875000,250,3,3,0
"Plano Diretor Sul, Palmas",849000,250,4,5,0
"ARSO 22 Alameda 1, Plano Diretor Sul",600000,129,3,2,2
"Plano Diretor Sul, Palmas",699000,157,3,3,4
"Plano Diretor Sul, Palmas",420000,197,3,3,3
"Plano Diretor Sul, Palmas",390000,196,3,2,2
"Plano Diretor Norte, Palmas",1200000,198,3,5,0
"Plano Diretor Norte, Palmas",700000,190,3,2,2
"ARSO 62 Alameda 6, Plano Diretor Sul",750000,348,5,5,4
"Plano Diretor Sul, Palmas",550000,170,3,3,2
"Plano Diretor Sul, Palmas",600000,142,3,2,2
"ARSO 43 Alameda 5, Plano Diretor Sul",625000,150,3,2,3
"Quadra ARSE 51 Alameda 2, Plano Diretor Sul",450000,147,3,2,2
"Plano Diretor Sul, Palmas",630000,130,3,3,3
"Plano Diretor Sul, Palmas",199000,300,3,1,2
"Plano Diretor Sul, Palmas",640000,140,3,2,2
"Plano Diretor Sul, Palmas",530000,116,3,2,2
"ARSO 22 Avenida LO 5, Plano Diretor Sul",950000,175,3,3,3
"ARSO 42 Alameda 15, Plano Diretor Sul",880000,175,4,4,2
"Plano Diretor Sul, Palmas",550000,111,3,1,2
"Plano Diretor Sul, Palmas",270000,200,2,1,2
"Plano Diretor Sul, Palmas",630000,118,3,3,3
"ARSO 62 Alameda 2, Plano Diretor Sul",500000,120,3,2,2
"Plano Diretor Sul, Palmas",650000,120,3,3,3
"Quadra ARSE 142 Avenida LO 33, Plano Diretor Sul",990000,192,3,5,4
"Plano Diretor Sul, Palmas",629000,125,3,2,2
"Quadra ARSO 151 QI 35, Plano Diretor Sul",390000,95,3,1,2
"ARSO 53 Alameda 2, Plano Diretor Sul",850000,265,4,4,2
"Graciosa - Orla 14 , Palmas",650000,150,3,4,2
"Plano Diretor Sul, Palmas",520000,122,3,2,2
"Quadra ARNO 44 Alameda 29, Plano Diretor Norte",100000,115,2,1,0
"Quadra ARSE 61 Alameda 13, Plano Diretor Sul",650000,350,6,5,3
"ARSE 22 Alameda 8, Plano Diretor Sul",650000,180,3,3,2
"Plano Diretor Sul, Palmas",520000,200,3,3,3
"Plano Diretor Norte, Palmas",500000,160,3,4,0
"Plano Diretor Sul, Palmas",570000,130,3,3,0
"ARSO 32 Avenida LO 5, Plano Diretor Sul",650000,150,3,3,3
"Plano Diretor Sul, Palmas",625000,150,3,2,0
"Plano Diretor Norte, Palmas",1200000,196,3,5,4
"Plano Diretor Sul, Palmas",650000,225,3,2,2
"ACSU SO 60 Avenida NS 1, Plano Diretor Sul",1150000,303,5,5,4
"Quadra ASR SE 75 Alameda 7, Plano Diretor Sul",250000,91,1,1,4
"ARSO 31 Alameda 2, Plano Diretor Sul",1750000,361,4,4,5
"ARSE 24 Alameda 7, Plano Diretor Sul",399000,123,3,1,2
"ARSO 43 Alameda 10, Plano Diretor Sul",560000,115,3,3,2
"Plano Diretor Sul, Palmas",440000,159,4,3,2
"Plano Diretor Norte, Palmas",699000,127,3,2,2
"Plano Diretor Sul, Palmas",450000,119,3,2,1
"Plano Diretor Sul, Palmas",4500000,400,5,5,4
"Plano Diretor Sul, Palmas",540000,130,3,3,2
"Plano Diretor Sul, Palmas",530000,116,3,2,2
"Orla 14 Alameda 8, Graciosa - Orla 14",782000,192,3,4,2
"Plano Diretor Sul, Palmas",650000,127,3,2,2
"Plano Diretor Sul, Palmas",260000,132,3,1,2
"Plano Diretor Sul, Palmas",550000,140,3,3,0
"Plano Diretor Sul, Palmas",629000,125,3,3,3
"ARSO 54 Alameda 5, Plano Diretor Sul",629000,125,3,2,2
"Rua 36, Jardim Aureny III",160000,57,2,1,1
"Plano Diretor Sul, Palmas",1150000,200,3,3,0
"Plano Diretor Sul, Palmas",1700000,353,4,5,4
"Plano Diretor Sul, Palmas",890000,181,3,4,3
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",720000,150,3,3,4
"ARSE 22 Alameda 10, Plano Diretor Sul",799990,180,3,4,3
"Plano Diretor Sul, Palmas",610000,145,3,2,0
"Plano Diretor Sul, Palmas",600000,144,3,2,2
"Quadra ARSE 21 Alameda 11, Plano Diretor Sul",2300000,477,4,6,4
"Plano Diretor Sul, Palmas",680000,157,3,3,2
"Plano Diretor Sul, Palmas",600000,365,3,4,1
"Plano Diretor Sul, Palmas",799900,232,3,5,0
"Plano Diretor Sul, Palmas",299000,256,3,1,2
"Plano Diretor Sul, Palmas",220000,60,2,2,0
"Plano Diretor Sul, Palmas",330000,98,3,2,1
"ARSO 53 Alameda 28, Plano Diretor Sul",600000,145,3,3,3
"Plano Diretor Sul, Palmas",530000,120,3,2,2
"Quadra ARSO 151 QI 20, Plano Diretor Sul",530000,228,4,1,0
"Plano Diretor Sul, Palmas",730000,165,3,4,4
"Plano Diretor Sul, Palmas",580000,180,3,3,1
"Plano Diretor Sul, Palmas",499000,180,3,2,2
"Plano Diretor Sul, Palmas",490000,215,3,2,2
"ARSO 63 Alameda 1, Plano Diretor Sul",530000,130,3,1,2
"Plano Diretor Sul, Palmas",580000,136,3,2,2
"Plano Diretor Sul, Palmas",610000,145,3,2,0
"Plano Diretor Sul, Palmas",750000,302,3,4,0
"Plano Diretor Norte, Palmas",300000,308,3,1,3
"ARSO 33 Rua 3, Plano Diretor Sul",900000,400,4,4,3
"Plano Diretor Sul, Palmas",750000,141,3,2,0
"Plano Diretor Norte, Palmas",650000,363,3,1,4
"Plano Diretor Sul, Palmas",690000,150,3,2,0
"Plano Diretor Sul, Palmas",990000,170,3,3,4
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",560000,142,3,3,2
"Plano Diretor Norte, Palmas",650000,120,3,2,3
"Plano Diretor Sul, Palmas",690000,150,3,3,2
"Plano Diretor Sul, Palmas",770000,177,4,5,2
"Plano Diretor Sul, Palmas",920000,210,3,5,4
"Plano Diretor Sul, Palmas",690000,150,3,2,4
"Plano Diretor Sul, Palmas",880000,321,4,5,5
"Plano Diretor Sul, Palmas",710000,185,3,3,2
"Plano Diretor Sul, Palmas",350000,160,3,1,2
"Plano Diretor Sul, Palmas",497000,225,3,1,3
"Plano Diretor Sul, Palmas",750000,168,4,1,4
"Plano Diretor Sul, Palmas",640000,142,3,2,0
"Plano Diretor Sul, Palmas",580000,132,3,3,2
"Plano Diretor Sul, Palmas",520000,180,3,1,2
"Plano Diretor Sul, Palmas",630000,126,3,2,3
"Plano Diretor Sul, Palmas",690000,150,3,3,4
"Plano Diretor Sul, Palmas",190000,80,2,1,0
"Plano Diretor Sul, Palmas",799900,180,3,1,2
"Plano Diretor Sul, Palmas",720000,167,3,3,3
"Plano Diretor Sul, Palmas",762048,147,3,4,2
"Quadra ARSO 52 Alameda 15, Plano Diretor Sul",980000,228,3,3,3
"Plano Diretor Sul, Palmas",190000,80,2,1,2
"Plano Diretor Sul, Palmas",550000,120,3,2,2
"Quadra ARSO 112 Alameda 23, Plano Diretor Sul",170000,100,2,1,2
"Plano Diretor Sul, Palmas",650000,195,3,2,3
"Plano Diretor Sul, Palmas",650000,360,3,2,3
"ARSO 22 Alameda 10, Plano Diretor Sul",1700000,325,4,6,4
"Plano Diretor Norte, Palmas",559000,130,3,3,0
"Plano Diretor Sul, Palmas",900000,190,1,3,2
"ARSO 53 Alameda 2, Plano Diretor Sul",630000,224,3,3,2
"Plano Diretor Sul, Palmas",600000,279,3,1,4
"ARSO 43 Alameda 10, Plano Diretor Sul",599999,238,3,3,2
"Quadra ARNE 14 Alameda 21, Plano Diretor Sul",1500000,290,5,1,3
"Plano Diretor Sul, Palmas",565000,133,3,3,4
"Plano Diretor Norte, Palmas",850000,234,4,2,3
"Plano Diretor Sul, Palmas",760000,130,3,2,4
"Plano Diretor Sul, Palmas",1100000,192,3,2,0
"Plano Diretor Sul, Palmas",700000,110,3,1,2
"Plano Diretor Sul, Palmas",290000,75,2,1,2
"Área Rural de Palmas, Area Rural de Palmas",240000,450,2,2,0
"ARSO 53 Alameda 7, Plano Diretor Sul",800000,400,5,5,4
"Plano Diretor Sul, Palmas",500000,103,3,1,2
"Plano Diretor Sul, Palmas",140000,80,2,1,1
"Plano Diretor Sul, Palmas",695000,360,3,3,3
"Quadra ARSO 52 Alameda 5, Plano Diretor Sul",520000,116,2,2,2
"ARSO 14 Avenida NS 9, Plano Diretor Sul",1600000,208,3,4,2
"Plano Diretor Sul, Palmas",625000,135,3,2,3
"ARSO 43 Alameda Circular 1, Plano Diretor Sul",650000,135,3,3,2
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",530000,103,3,3,2
"Plano Diretor Sul, Palmas",980000,179,3,5,4
"Plano Diretor Sul, Palmas",530000,180,3,3,2
"ARSO 43 Alameda 12, Plano Diretor Sul",560000,115,3,3,2
"Area Rural de Palmas, Palmas",1850000,600,4,4,4
"Plano Diretor Sul, Palmas",330000,120,3,2,1
"Quadra AA SE 50 Avenida LO 11, Plano Diretor Sul",340000,89,3,2,0
"Plano Diretor Sul, Palmas",625000,135,3,2,3
"Plano Diretor Sul, Palmas",470000,300,4,1,4
"Plano Diretor Sul, Palmas",800000,170,3,4,3
"Plano Diretor Sul, Palmas",630000,209,3,1,3
"ARNE 12 Alameda 2, Plano Diretor Norte",1200000,196,3,4,4
"Plano Diretor Sul, Palmas",570000,130,3,3,2
"Plano Diretor Sul, Palmas",570000,130,3,2,2
"ARSO 53 Alameda 10, Plano Diretor Sul",699000,150,3,2,2
"Quadra ARNE 64 Alameda 2, Plano Diretor Norte",495000,180,3,2,2
"Orla 14 Avenida LO 3, Graciosa - Orla 14",2263000,284,4,5,0
"ARSO 33 Rua 6 A, Plano Diretor Sul",630000,127,3,2,4
"Plano Diretor Sul, Palmas",950000,203,3,4,0
"Plano Diretor Sul, Palmas",1300000,198,3,5,0
"Plano Diretor Sul, Palmas",579000,300,5,5,2
"Plano Diretor Sul, Palmas",920000,177,3,2,2
"ARSO 53 Avenida NS 7, Plano Diretor Sul",630000,110,3,2,3
"Plano Diretor Sul, Palmas",165000,54,2,1,1
"Plano Diretor Sul, Palmas",550000,227,3,1,3
"Plano Diretor Sul, Palmas",699000,238,3,4,2
"Plano Diretor Norte, Palmas",480000,180,3,1,2
"Plano Diretor Sul, Palmas",1390000,270,3,5,0
"Area Rural de Palmas, Palmas",1680000,600,3,4,4
"Plano Diretor Sul, Palmas",350000,102,2,2,0
"Quadra ARSE 61 Avenida NS 2, Plano Diretor Sul",850000,240,4,1,0
"ARSO 61 Alameda 9, Plano Diretor Sul",1600000,382,4,3,4
"Plano Diretor Sul, Palmas",850000,177,3,3,2
"ARSO 22 Alameda 3, Plano Diretor Sul",600000,129,3,3,2
"Plano Diretor Sul, Palmas",1080000,262,3,2,0
"Plano Diretor Sul, Palmas",980000,210,3,4,3
"Plano Diretor Sul, Palmas",950000,250,4,4,0
"Plano Diretor Sul, Palmas",625000,150,3,2,3
"Plano Diretor Sul, Palmas",600000,150,3,1,2
"Plano Diretor Sul, Palmas",520000,116,3,2,3
"ARSO 43 Alameda 11, Plano Diretor Sul",650000,120,3,2,2
"Plano Diretor Norte, Palmas",600000,167,3,2,1
"Plano Diretor Sul, Palmas",1750000,204,3,4,4
"Plano Diretor Norte, Palmas",550000,10,3,1,4
"Plano Diretor Sul, Palmas",750000,238,3,4,3
"ARSO 23 Alameda 6, Plano Diretor Sul",550000,104,3,2,3
"Plano Diretor Sul, Palmas",615000,109,3,2,3
"Plano Diretor Sul, Palmas",750000,360,3,2,3
"Plano Diretor Sul, Palmas",565000,126,3,2,4
"Plano Diretor Sul, Palmas",1790000,450,4,5,4
"Plano Diretor Sul, Palmas",590000,360,3,2,3
"ARSO 62 Alameda 9, Plano Diretor Sul",710000,125,3,2,6
"Quadra ARNE 24 Alameda 32, Plano Diretor Norte",540000,160,3,4,1
"Plano Diretor Sul, Palmas",695000,154,3,3,0
"Plano Diretor Norte, Palmas",699000,125,3,3,2
"Plano Diretor Sul, Palmas",680000,105,3,3,2
"Plano Diretor Sul, Palmas",480000,148,3,2,3
"Loteamento Bertaville, Palmas",160000,71,2,1,2
"Plano Diretor Sul, Palmas",1400000,450,4,2,4
"Plano Diretor Sul, Palmas",640000,150,3,1,2
"Plano Diretor Sul, Palmas",350000,96,3,1,2
"Quadra ARSE 61 Alameda 14, Plano Diretor Sul",650000,309,5,5,5
"ARSE 24 Alameda 1, Plano Diretor Sul",215000,59,2,1,1
"ARSO 42 Alameda 1, Plano Diretor Sul",600000,130,2,1,2
"Plano Diretor Sul, Palmas",739000,247,3,3,0
"Plano Diretor Sul, Palmas",730000,250,3,1,3
"Plano Diretor Sul, Palmas",1300000,198,3,4,6
"Plano Diretor Sul, Palmas",305000,150,2,1,2
"Plano Diretor Sul, Palmas",650000,320,3,2,3
"ARSO 43 Alameda 10, Plano Diretor Sul",660000,154,3,2,2
"ARSO 33 Rua 3, Plano Diretor Sul",750000,116,3,3,3
"Plano Diretor Sul, Palmas",850000,300,3,4,4
"Plano Diretor Sul, Palmas",1150000,177,3,4,4
"Plano Diretor Sul, Palmas",495000,360,3,1,2
"Plano Diretor Sul, Palmas",950000,220,3,2,0
"Plano Diretor Sul, Palmas",550000,524,3,1,1
"Plano Diretor Sul, Palmas",1100000,300,4,5,5
"Plano Diretor Norte, Palmas",520000,118,3,2,2
"ARSO 43 Alameda 11, Plano Diretor Sul",659000,154,3,3,2
"ARSO 53 Alameda 9, Plano Diretor Sul",730000,165,3,2,4
"Plano Diretor Sul, Palmas",690000,240,3,2,2
"Plano Diretor Sul, Palmas",580000,124,3,1,2
"Plano Diretor Norte, Palmas",450000,360,3,1,3
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",1790000,210,4,4,4
"Plano Diretor Sul, Palmas",470000,270,3,1,2
"ARSO 54 Alameda 5, Plano Diretor Sul",615000,109,3,2,3
"Plano Diretor Sul, Palmas",850000,357,4,3,4
"Quadra ARSE 121 Alameda 10, Plano Diretor Sul",420000,142,3,3,2
"Plano Diretor Sul, Palmas",1500000,246,4,5,4
"Plano Diretor Sul, Palmas",560000,260,5,3,2
"Plano Diretor Sul, Palmas",680000,158,3,2,2
"Plano Diretor Sul, Palmas",750000,188,4,2,3
"Quadra ARSE 141 Alameda 8, Plano Diretor Sul",330000,96,2,1,2
"ARSO 31 Alameda 4, Plano Diretor Sul",1750000,353,3,4,0
"Quadra ARSE 112 Alameda 18, Plano Diretor Sul",310000,120,3,1,2
"ARSO 54 Alameda 5, Plano Diretor Sul",615000,109,3,2,2
"Plano Diretor Sul, Palmas",565000,126,3,2,4
"Loteamento Caribe, Loteamento Caribe",2600000,451,4,1,5
"Plano Diretor Sul, Palmas",700000,160,3,3,0
"ARSE 22 Alameda 4, Plano Diretor Sul",850000,195,3,3,2
"Plano Diretor Sul, Palmas",730000,165,3,3,0
"Plano Diretor Sul, Palmas",565000,133,3,2,2
"Plano Diretor Sul, Palmas",235000,128,2,1,1
"Plano Diretor Sul, Palmas",899000,184,3,4,2
"Plano Diretor Sul, Palmas",450000,119,3,3,2
"Jardim Santa Barbara, Palmas",95000,10,1,1,0
"Plano Diretor Norte, Palmas",880000,240,3,2,4
"Plano Diretor Sul, Palmas",600000,104,3,2,0
"Plano Diretor Sul, Palmas",420000,200,3,1,2
"Plano Diretor Sul, Palmas",530000,116,3,2,2
"ARSO 54 Alameda 8, Plano Diretor Sul",850000,250,4,1,4
"Plano Diretor Sul, Palmas",1400000,198,3,5,0
"ARSO 42 Alameda 1, Plano Diretor Sul",880000,175,4,3,2
"Plano Diretor Sul, Palmas",630000,236,3,1,2
"Plano Diretor Sul, Palmas",729000,130,3,3,2
"Plano Diretor Sul, Palmas",580000,136,3,2,2
"ARSE 22 Alameda 4, Plano Diretor Sul",850000,220,3,3,2
"Plano Diretor Sul, Palmas",1640000,210,4,4,4
"Quadra ARSO 111 Alameda 3, Plano Diretor Sul",420000,103,3,2,1
"ARSO 61 Alameda 12, Plano Diretor Sul",750000,450,4,4,2
"Plano Diretor Sul, Palmas",750000,126,3,2,3
"Plano Diretor Sul, Palmas",470000,360,3,1,2
"Plano Diretor Sul, Palmas",290000,66,2,1,1
"Plano Diretor Sul, Palmas",430000,120,3,3,0
"Plano Diretor Norte, Palmas",420000,240,3,1,3
"Plano Diretor Norte, Palmas",700000,357,3,2,2
"Plano Diretor Sul, Palmas",1100000,192,3,5,2
"Rua 9, Taquarussu",390000,110,2,3,2
"Plano Diretor Sul, Palmas",460000,265,3,1,4
"Plano Diretor Norte, Palmas",850000,600,32,1,2
"Plano Diretor Sul, Palmas",700000,135,3,2,2
"Quadra ARSO 111 Alameda 3, Plano Diretor Sul",420000,103,3,2,1
"Plano Diretor Sul, Palmas",650000,155,3,3,2
"ARSO 43 Alameda Circular 2, Plano Diretor Sul",550000,140,3,2,2
"Plano Diretor Sul, Palmas",980000,450,4,4,4
"Plano Diretor Sul, Palmas",1200000,200,3,2,0
"Plano Diretor Norte, Palmas",699000,126,3,2,2
"Plano Diretor Norte, Palmas",520000,118,3,2,2
"Plano Diretor Sul, Palmas",639000,138,3,1,4
"Plano Diretor Sul, Palmas",1200000,200,3,3,4
"Plano Diretor Sul, Palmas",390000,196,3,1,2
"Plano Diretor Sul, Palmas",170000,54,2,1,1
"Plano Diretor Sul, Palmas",340000,150,3,1,2
"Plano Diretor Sul, Palmas",920000,380,5,4,3
"Plano Diretor Sul, Palmas",550000,100,3,3,2
"Plano Diretor Sul, Palmas",750000,254,5,4,2
"ARNE 13 Alameda 11, Plano Diretor Norte",1600000,535,4,5,6
"Plano Diretor Sul, Palmas",800000,193,3,2,2
"ARSO 14 Avenida NS 9, Plano Diretor Sul",3100000,394,5,5,4
"ARSE 13 Alameda 8, Plano Diretor Sul",660000,220,3,3,3
"Plano Diretor Sul, Palmas",1100000,260,4,3,4
"Plano Diretor Sul, Palmas",795000,168,3,3,2
"Plano Diretor Sul, Palmas",470000,180,3,1,2
"Quadra ARSO 101 Alameda 39, Plano Diretor Sul",170000,54,2,1,1
"Plano Diretor Sul, Palmas",640000,224,3,1,2
"Plano Diretor Sul, Palmas",1250000,208,3,4,4
"Plano Diretor Sul, Palmas",850000,214,3,4,3
"Plano Diretor Sul, Palmas",1150000,303,4,5,5
"ARSO 62 Alameda 38, Plano Diretor Sul",580000,142,3,2,2
"Plano Diretor Sul, Palmas",1500000,460,5,5,4
"Plano Diretor Sul, Palmas",600000,250,3,4,2
"ARSO 53 Alameda 11, Plano Diretor Sul",1400000,218,3,3,4
"Plano Diretor Sul, Palmas",315000,360,3,1,4
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",2100000,234,3,5,4
"Jardim Aureny III, Palmas",150000,129,2,1,1
"Plano Diretor Sul, Palmas",600000,144,3,3,4
"Plano Diretor Norte, Palmas",880000,140,3,5,2
"Plano Diretor Sul, Palmas",850000,215,3,4,3
"Orla 14 Alameda 8, Graciosa - Orla 14",514756,134,3,3,2
"Plano Diretor Sul, Palmas",370000,225,3,1,2
"ARSO 22 Avenida LO 5, Plano Diretor Sul",580000,136,3,3,2
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",429310,103,3,2,2
"Plano Diretor Sul, Palmas",300000,180,3,1,2
"Plano Diretor Sul, Palmas",220000,60,2,1,1
"Plano Diretor Norte, Palmas",1100000,741,3,3,3
"ARSO 43 Alameda 10, Plano Diretor Sul",660000,154,2,2,2
"Plano Diretor Sul, Palmas",560000,180,3,2,3
"Plano Diretor Sul, Palmas",650000,225,3,1,2
"Plano Diretor Sul, Palmas",1180000,180,3,4,2
"Plano Diretor Sul, Palmas",720000,166,3,2,3
"Plano Diretor Norte, Palmas",1600000,370,4,5,2
"Plano Diretor Sul, Palmas",340000,250,2,1,3
"Plano Diretor Sul, Palmas",1100000,192,3,2,0
"Graciosa - Orla 14 , Palmas",473000,104,3,3,3
"Plano Diretor Sul, Palmas",920000,180,3,3,2
"Quadra ARNE 71 Alameda 10, Plano Diretor Norte",630000,144,3,2,2
"Plano Diretor Norte, Palmas",1200000,196,3,4,4
"Plano Diretor Sul, Palmas",390000,250,3,1,2
"Plano Diretor Sul, Palmas",630000,360,3,2,2
"Plano Diretor Sul, Palmas",1100000,192,3,2,0
"Plano Diretor Sul, Palmas",580000,135,3,3,2
"Plano Diretor Sul, Palmas",650000,340,3,1,2
"Quadra ARSE 141 Alameda 14, Plano Diretor Sul",550000,154,3,2,2
"Plano Diretor Sul, Palmas",230000,64,2,1,1
"Plano Diretor Sul, Palmas",1700000,500,3,3,4
"ARSE 12 Alameda 4, Plano Diretor Sul",800000,150,3,4,2
"ARSO 61 Alameda 1, Plano Diretor Sul",1350000,474,5,4,4
"Plano Diretor Sul, Palmas",600000,225,3,3,3
"Plano Diretor Norte, Palmas",820000,360,3,4,2
"Plano Diretor Sul, Palmas",990000,360,3,3,4
"Plano Diretor Sul, Palmas",850000,360,3,2,4
"Plano Diretor Sul, Palmas",650000,360,3,1,3
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",1100000,238,3,4,4
"Plano Diretor Sul, Palmas",2200000,296,4,5,4
"ARSO 23 Avenida LO 5, Plano Diretor Sul",1200000,250,4,5,4
"Plano Diretor Sul, Palmas",625000,150,3,2,4
"Plano Diretor Sul, Palmas",600000,154,3,1,2
"Plano Diretor Sul, Palmas",1750000,380,3,2,4
"Plano Diretor Sul, Palmas",600000,240,3,1,3
"ARSO 54 Alameda 8, Plano Diretor Sul",795000,168,4,2,2
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",600000,150,3,2,2
"Plano Diretor Sul, Palmas",950000,175,3,2,0
"ARSO 43 Alameda Circular 1, Plano Diretor Sul",650000,124,3,2,0
"Plano Diretor Sul, Palmas",2600000,289,4,4,2
"Plano Diretor Sul, Palmas",1395000,220,4,4,3
"Plano Diretor Sul, Palmas",950000,220,3,2,0
"Plano Diretor Sul, Palmas",950000,250,4,3,2
"Plano Diretor Sul, Palmas",1400000,400,3,3,3
"Quadra ARSO 52 Alameda 21, Plano Diretor Sul",500000,108,3,2,2
"ARSO 33 Rua 5, Plano Diretor Sul",870000,179,3,1,2
"Plano Diretor Sul, Palmas",750000,113,3,3,0
"Plano Diretor Sul, Palmas",680000,137,3,2,2
"ARSE 23 Alameda 8, Plano Diretor Sul",1100000,297,4,4,0
"Quadra ARSO 121 Alameda 1, Plano Diretor Sul",175000,80,2,1,0
"Quadra ALC-SO 141 - Mirante do Lago Avenida NS 15, Plano Diretor Sul",1650000,210,3,4,2
"Quadra ARSO 52 Alameda 38, Plano Diretor Sul",480000,120,3,2,2
